商品链接,商品名称,商品类目,价格,在库库存,在途库存,运费,准时交货率,准时处理时间/工作日,退款率,订单完成率,缺货程度,关键信息变更次数
https://www.neobund.com/detail/1554,"Mouse Pad with Stitched Edges and Non-Slip Rubber Base, Premium-Textured Mouse Pad for Gaming & Working, 12.6 x 10.63 x 0.16 inch (32 x 27 x 0.4 cm)，Dragon Lair","['Computers & Office Equipment', 'Computer Accessories']",0.99,273,0,$4.99,100,0.16,0,100,0,0.5
https://www.neobund.com/detail/5880,Dinshare electric impact wrench 20v maximum torque 700N·m 4.0Ah with large capacity battery brushless impact wrench,"['Tools & Hardware', 'Power Tools']",49.99,200,0,$13.40,100,1.94,0,100,0,0.54
https://www.neobund.com/detail/5679,Warm Winter Dog Jumpsuit Soft Velvet Puppy Sweater Reflective Breathable D2008,"['Pet Supplies', 'Dog & Cat Clothing', 'Coats']",5.59,99,0,$4.39,98.86,0.86,0.57,100,0.21,0.8
https://www.neobund.com/detail/2567,"Multifunctional Food Processor - Cordless Electric Meat & Vegetable Grinder, Chopper, Meat Grinder, Dicer - Portable Mini Food Machine","['Household Appliances', 'Kitchen Appliances', 'Food Processors']",9.2,239,0,$9.20,100,0.29,0,100,0,0
https://www.neobund.com/detail/5377,36 Inch Length Yaki Straight Lace Front Synthetic Wig Middle Parting HD Clear Glueless Lace Wig Heat Resistant Fiber Pre-Plucked Hairline with Baby Hair Wig for Women (Off-white),"['Fashion Accessories', 'Hair Extensions & Wigs']",21,50,0,$6.70,0,0,0,0,0,0
https://www.neobund.com/detail/7254,"Niacinamide Whitening Toothpaste, BodyAccel Toothpaste, Niacinamide Intensive Whitening Toothpaste, Niacinamide Toothpaste, Stain Removal Toothpaste Natural, Fresh Breath，Packs of two","['Beauty & Personal Care', 'Nasal & Oral Care']",4.5,7998,10000,$8.08,100,0.47,0,100,1.53,1.88
https://www.neobund.com/detail/5273,"Elbow support automatic rebound abdominal wheel, abdominal exercise machine abdominal muscle roller, abdominal muscle training equipment, trolley core strengthening trainer fitness abdominal training","['Sports & Outdoor', 'Fitness Equipment', 'Balance Training Equipment']",9.38,380,0,$8.64,100,0.14,0.47,100,0.75,0.36
https://www.neobund.com/detail/1026,"Solid Color Zip-up Skinny Jumpsuit, Athleisure Long Sleeve Jumpsuit For Yoga, Women's Clothing","['Sports & Outdoor', 'Sport & Outdoor Clothing']",8.5,53,0,$8.73,99.88,0.39,0.24,99.76,0.24,0.04
https://www.neobund.com/detail/4313,"Boo Sign, Halloween Sign Indoor Wooden Decor, Black Boo Decorations Home Living room Table Centerpiece Mantel Fireplace Supplies","['Home Supplies', 'Home Decor', 'Statues & Figurines']",6.99,166,0,$9.50,97.55,0.7,2.45,99.09,1.81,0.39
https://www.neobund.com/detail/6479,"1pc, 3A grade,, funny mug, black ceramic mug, 11oz ceramic coffee mug, summer and winter drinking mug, birthday gift, holiday gift, Christmas gift, New Year gift","['Kitchenware', 'Drinkware']",5,999,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/6320,"White summer casual shorts, women's denim shorts, elastic, denim shorts, rips, wear","['Womenswear & Underwear', ""Women's Bottoms""]",5,15,0,$6.00,100,0.19,0,100,0.21,0.45
https://www.neobund.com/detail/5779,"18oz,large capacity long lasting 50 hours,Glass Home Aromatherapy Candle(Pine Rose),Luxe Fragrance for Profound Relaxation & Therapeutic Bliss,Elevate Your feelings with Lasting, Soul-soothing Aroma.","['Home Supplies', 'Home Decor']",7,99,0,$6.70,100,0.78,0,100,0,0.05
https://www.neobund.com/detail/6249,Silver aluminium film balloon with the letter A-Z 40CM\n,"['Home Supplies', 'Festive & Party Supplies']",2.58-3.95,50,0,$7.50,0,0,0,0,0,0.27
https://www.neobund.com/detail/6719,"22in Mini Christmas Tree with Light Artificial Small Tabletop Christmas Decoration with Flocked Snow, Exquisite Decor & Xmas Ornaments for Table Top for Home & Office Desk","['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",9.9-14.6,360,0,$6.90,0,0,0,0,0,0.42
https://www.neobund.com/detail/6461,Fajas Colombianas Shapewear for Women Tummy Control Post Surgery Full Body Shaper Butt Lifter with Zipper Crotch skimsbodysuits solleonnewfajascurve elegant figure fajas melibelt bodysuitfajashaper,"['Womenswear & Underwear', ""Women's Tops""]",12.99,0,50,$6.99,100,0.27,0,100,7.5,0
https://www.neobund.com/detail/2068,"Turmeric & Kojic Acid Soap with Retinol and Vitamin C, Deep-Cleansing, Alcohol-Free, All-Natural Formula for All Skin Types","['Beauty & Personal Care', 'Bath & Body Care']",4.99,457,700,$4.99,92.14,0.84,0,100,0.14,0
https://www.neobund.com/detail/5038,VEVOR Triple Bag Air Jack 3 Ton\u002F6600 lbs Pneumatic Jack for Car SUV Lifting,"['Tools & Hardware', 'Hardware']",69.73,3000,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/6150,"4 FT Pre-Lit Aspen Fir Artificial Christmas Tree ,Green","['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",30.87,766,0,$25.00,100,0.41,6.9,100,0.46,0.58
https://www.neobund.com/detail/2910,554PCS Cake Pop Maker Kit - Silicone Lollipop Molds Baking Supplies with 3 Tier Display Stand | Chocolate Candy Melting Pot | Bags and Twist Ties | Cakepop Sticks | Decorating Pen,"['Kitchenware', 'Bakeware']",19.74,25,100,$11.00,83.82,1.35,0,100,0.2,0
https://www.neobund.com/detail/7193,"1pcs canvas painting with wooden frame, HD Jesus canvas painting poster, religious wall art painting, home decor ascension scene with angels and roses, spiritual living room bedroom artwork, Christian holiday gift, ready to hang","['Home Supplies', 'Home Decor']",12-50,512,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/3350,Atomized fireplace embedded home TV background wall decoration simulation flame electronic fireplace humidifier,"['Household Appliances', 'Home Appliances', 'Humidifiers']",230,5,0,$21.00,0,0,0,0,3.25,0
https://www.neobund.com/detail/55,Car Floor Mats for 2023 Honda CRV Hybrid Black All-Weather TPE Rubber Car Mats,"['Automotive & Motorcycle', 'Car Interior Accessories']",61.1,221,0,$0.00,96.3,0.52,0,100,0,0.11
https://www.neobund.com/detail/4142,"Body Grippy Not Sticky Seamless Covers, NonAdhesive Nipple Covers For Women, ReusableSelf Adhesive Silicone Pasties","['Womenswear & Underwear', ""Women's Underwear"", 'Bras']",9.9,500,0,$7.00,87.39,1.42,0,98.76,0.45,0.25
https://www.neobund.com/detail/2401,"Folding trolley Outdoor camping barbecue trolley, large capacity lightweight storage trolley, folding camping trailer, camping trolley, car boot folding trolley with silent universal wheels, cup holders and side pockets, adjustable handle, suitable for ca","['Sports & Outdoor', 'Camping & Hiking Equipment']",30-33,155,300,$18.00,97.06,0.84,0,97.14,0.1,0.52
https://www.neobund.com/detail/4422,GuanQin GJ16273 fully automatic mechanical watch waterproof fashion tourbillon men's watch,"['Fashion Accessories', 'Watches & Accessories', ""Men's Watches"", 'Wrist Watches']",41.89,60,80,$5.85,97.73,0.3,0,100,1,0.67
https://www.neobund.com/detail/3765,Arcade USB No Lag 97 98 Street Fighter Computer Game Joystick Controller Send Accessories,"['Phones & Electronics', 'Gaming & Consoles']",12,31,0,$11.00,97.78,0.85,0,100,0,0.67
https://www.neobund.com/detail/5784,DeliOne Flex'n Fresh Stretch Pod- Set of 2- Silicone - Reusable food saver for Avocado Onion Lemon Tomato,"['Kitchenware', 'Kitchen Utensils & Gadgets', 'Preserving Containers']",5.98,99,0,$6.70,100,0.68,0,100,0,1.18
https://www.neobund.com/detail/5137,"S7 Cordless Hair Straightener Brush, Portable Negative Ion Hot Comb  Long Battery Life with USB Rechargeable Feature Fast Heating 3 Temp Settings Anti-Scald, 20Mins Auto-Off, for Travel","['Beauty & Personal Care', 'Haircare & Styling']",12,279,200,$8.50,100,0.26,0.63,100,0.71,0.5
https://www.neobund.com/detail/5796,HEATENERGY - 2024 Updated Version Two-touch 15Heat Zones LED Controller Heated Vest For Men & Women With Battery Pack,"['Menswear & Underwear', ""Men's Tops""]",34.99,123,0,$13.42,100,0.28,0,100,0.15,0
https://www.neobund.com/detail/5053,"VEVOR Electric Pressure Washer, 2000 PSI, Max. 1.76 GPM Power Washer w\u002F 30 ft Hose, 5 Quick Connect Nozzles, Foam Cannon, Portable to Clean Patios, Cars, Fences, Driveways, ETL Listed","['Tools & Hardware', 'Power Tools']",78.49,3316,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/6731,"Little Shop of Horrors Audrey 2 Piranha Plant Building Blocks Compatible with Lego Sets for Boys 8-14, Adults and Christmas, 327 Pcs Openable Mouth Cannibal Flower Monster, Creative Gift for Movie Fan","['Toys & Hobbies', 'Classic & Novelty Toys', 'Building Toys', 'Model Building Kits']",10.5,86,0,$10.50,0,0,0,0,0,0
https://www.neobund.com/detail/438,"Carotene Healthy Color Changing Lipstick, Natural Moisturizing Lip Gloss Lip Balm Long Lasting Lip Care Labiales Magicos Nutritious Magic Lipstick For Women","['Beauty & Personal Care', 'Makeup']",11.99,1005,0,$5.00,87.5,1.28,0,100,0,0
https://www.neobund.com/detail/408,Men's S5 Safety Boots With Composite Toe Waterproof Insulated Ice Boots CSA ASTM F2413-18 Acid & Oil Resistant,"['Shoes', ""Men's Shoes""]",119.99,7,7,$6.50,98.18,0.4,1.82,100,0.02,0.19
https://www.neobund.com/detail/1607,"Especially Yours Curly Headband Wig Shoulder-Length Layers of Natural Spiral Curls with Full, Bouncy Volume, Comfy Stretch Band\u002FRunway Shades of Black Headband Kinky Curly Synthetic Hair Wigs For African American Women 16 Inch (dark brown)","['Fashion Accessories', 'Hair Extensions & Wigs']",15.76,26,0,$6.70,100,0.84,0,97.96,0.04,0.06
https://www.neobund.com/detail/7251,"1 bottle of Flower Love Women's Perfume 100ml Long Lasting Fresh Perfume, Light Fragrance, Charming and Distant Women's Perfume, Long Lasting Light Fragrance, Fresh and Natural Fragrance, Women's Luxury Perfume Spray, Long Lasting Fragrance, Vintage Style",['Beauty & Personal Care'],7.49,40,0,$7.00,100,0.07,0,100,1.43,0.51
https://www.neobund.com/detail/4118,"Composite anti slip plastic fruit cutting board 3 pieces of family outfit,Lightweight and portable, specifically designed for camping","['Kitchenware', 'Kitchen Knives']",2.9,116,0,$6.70,87.04,0.77,0,100,0,0
https://www.neobund.com/detail/3665,"FILMFISH Morocco Collagen Moisturizing Hair Mask, Deep Repair, Repair Hair, Dryness, Frizz Improvement, Non-Steaming Balm, Oil Balm, Serum 500ml, Hair Balm","['Beauty & Personal Care', 'Haircare & Styling', 'Shampoo & Conditioner']",9.9,10,0,$9.00,63.64,1.75,0,94.29,0,0
https://www.neobund.com/detail/6312,88 Keys Folding Digital Piano Portable Foldable Keyboard Electronic Piano Rechargable MIDI Bluethooth with Bag and Pedal,"['Toys & Hobbies', 'Musical Instruments & Accessories', 'Keyboards & Pianos']",58,95,0,$13.00,100,0.55,0,100,0,0
https://www.neobund.com/detail/6683,"1pc, 3A grade,, funny mug, black ceramic mug, 11oz ceramic coffee mug, summer and winter drinking mug, birthday gift, holiday gift, Christmas gift, New Year gift","['Kitchenware', 'Drinkware']",4.5,999,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/3352,2024 new atomized fireplace embedded simulation false flame living room fireplace TV cabinet humidifier fireplace,"['Household Appliances', 'Home Appliances', 'Humidifiers']",340-510,0,0,$37.00,0,0,0,0,3.25,0
https://www.neobund.com/detail/5783,"DeliOne Silicone Baking Mat- Set of 2 - Non-Stick, Food Safe, Reusable - 41 x 31 cm (16” x 12.2”) - Green","['Kitchenware', 'Bakeware', 'Baking Utensils']",4.99,183,0,$5.00,100,0.68,0,100,0,1.18
https://www.neobund.com/detail/3276,"Smart Airtag Wallet for Men,Slim Mens Wallet with Apple Airtag Holder,Pop Up Stealth Wallet,RFID Blocking Minimalist wallet with Money Clip,Aluminum Credit Card Holder for Men(Black)","['Luggage & Bags', ""Men's Bags""]",7.99,115,0,$4.89,100,0.39,1.75,100,1,1
https://www.neobund.com/detail/3644,Multi-color optional candle holder spiral taper candle - 6-piece set cute candle holder 7.5 inches long taper candle twist candle holder suitable for home decoration wedding gift,"['Home Supplies', 'Home Decor']",10.99,29,0,$7.50,100,0.37,0,100,1.03,0.5
https://www.neobund.com/detail/4873,"6 dancing hats - high quality fabric, baseball style, street fashion inspiration\n","['Fashion Accessories', 'Clothes Accessories']",27.49,1000,0,$9.00,100,0.61,0,99.4,0.3,0.58
https://www.neobund.com/detail/3959,"360° Round Reticulate Pattern Neon LED Strip Smart RGBIC Flexible Silicon Rope Light Tape Bedroom Indoor Outdoor Decoration, DC5V with USB Port, 1M set","['Home Improvement', 'Lights & Lighting']",8.5,38,0,$6.70,100,0.44,0,100,0.83,0.21
https://www.neobund.com/detail/6454,AI4380\u002FChristmas 10 piece set,"['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",3.9,500,500,$9.90,0,0,0,0,0,0.27
https://www.neobund.com/detail/5119,Women's Casual Batwing Sleeve Knitted Cardigan,"['Womenswear & Underwear', ""Women's Tops"", 'Knitwear']",8.66,93,0,$7.99,100,0.74,0,100,1.08,0.54
https://www.neobund.com/detail/5113,"Metal Sideboard Cabinet with Fluted Glass Door, Adjustble Shelf Steel Locker Display Cabinet for Kitchen Livingroom Bedroom\n","['Furniture', 'Indoor Furniture', 'Cupboards & Cabinets', 'Living Room Furniture']",49.15,76,0,$19.12,33.33,1.94,0,100,0.05,1.04
https://www.neobund.com/detail/7106,"VEVOR Airbrush Kit, Dual Fan Air Tank Compressor System Kit with 3.5L Air Storage Tank, Air Brush Set with 0.3 mm Tip Airbrush, Holder, Color Mixing Wheel, Cleaning Brush Set, Art Nail Cookie Tattoo","['Tools & Hardware', 'Power Tools']",87.84,381,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/7111,"Fast Arrival 8 Pairs Reusable 3D Magnetic Eyelashes Kit - False Lashes with No Glue, Waterproof, Easy to Wear, Natural Look, Halloween Party Essential, Travel-Friendly Applicator Included\n","['Beauty & Personal Care', 'Makeup']",7.95,848,0,$5.99,98.2,0.37,0,100,0.73,0.09
https://www.neobund.com/detail/4901,"4 Hip Hop Frenzy Caps - Soft Fabric, Baseball Style, Trending Fashion","['Fashion Accessories', 'Clothes Accessories']",17.54,1000,0,$9.00,100,0.61,0,99.4,0.3,0.58
https://www.neobund.com/detail/5641,"Hand grip trainer with hand grip strengthener, finger exerciser, hand extension exerciser and forearm exercise ring for muscle building and injury recovery of athletes","['Sports & Outdoor', 'Fitness Equipment']",5.7,90,0,$4.80,99.02,0.48,0,100,1.03,0.12
https://www.neobund.com/detail/1062,Best Purple Toothpaste for Teeth whitening for Sensitive Teeth - Teeth Whitener - blanqueador de dientes,"['Beauty & Personal Care', 'Nasal & Oral Care']",3,967,0,$10.00,100,0.88,0,99.08,0.09,0
https://www.neobund.com/detail/4271,"Set of 2 Round Metal Cake Stand, for Weddings, Parties, Birthdays, Christmases And Holidays, Events And Party Supplies","['Home Supplies', 'Festive & Party Supplies', 'Cake Decorations']",12.99,95,0,$12.99,99.16,0.55,0.21,99.79,0.44,0.16
https://www.neobund.com/detail/7149,White women's V-neck soft comfortable fashion casual T-shirt,"['Womenswear & Underwear', ""Women's Tops""]",5.5,1,0,$6.00,100,0.19,0,100,0.21,0.45
https://www.neobund.com/detail/6691,"1pc, 3A grade,, funny mug, black ceramic mug, 11oz ceramic coffee mug, summer and winter drinking mug, birthday gift, holiday gift, Christmas gift, New Year gift","['Kitchenware', 'Drinkware']",4.5,999,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/2885,UV Light for Nails - Mini UV LED Nail Lamp Portable Nail Dryer for UV Gel Polish Nail Glue Gel Mouse Shape Small Size with USB Cable for Curing All Nail Gels Home DIY Manicure Nail Art,"['Beauty & Personal Care', 'Hand, Foot & Nail Care']",3.9,170,100,$4.30,100,0.49,0,100,0,0.02
https://www.neobund.com/detail/3826,"360° Round Reticulate Pattern Neon LED Strip Smart RGBIC Flexible Silicon Rope Light Tape Bedroom Indoor Outdoor Decoration, DC5V with USB Port","['Home Improvement', 'Lights & Lighting']",13.81-22.67,40,0,$9.20,100,0.44,0,100,0.83,0.21
https://www.neobund.com/detail/74,"Morphling Ergonomic Gaming Chair,Adjustable Office Computer Chair with Dynamic Lumbar Support and Thicken Seat,Enlarge and Widen Ergonomic Office Computer Chair Heavy Duty Gaming Chair (C-L42)","['Furniture', 'Commercial Furniture', 'Office Furniture', 'Chairs & Stools']",139.99-159.99,58,0,$40.00,0,0,0,0,0.07,0
