name,价格,链接
"jumper Laptop, Celeron N4100 CPU, 4GB RAM 128GB EMMC, Expandable 1TB M.2 SSD, 16"" FHD IPS 1200P Display, Office 1-Year Subscription, 4 Stereo Speaker.",US$229.99,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MTo0ODUxOTg4MDEyODU1MTIyOjE3MzI1MjUwODU6c3BfbXRmOjMwMDU1MTE3OTc4ODIwMjo6MDo6&url=%2Fdp%2FB0D1KFR4HS%2Fref%3Dsr_1_7_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525085%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"跳线笔记本电脑,4GB DDR4 RAM 128GB SSD,Office 365 1 年订阅,5205U 处理器,带 15.6 英寸高清显示屏的 Windows 11 电脑,38Wh 电池,2 个立体声扬声器,Type-C,USB3.0, 数字 KK eypad",US$199.99,https://www.amazon.com/-/zh/dp/B0DHSGT3L3/ref=sr_1_8?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-8
"HP 便携式笔记本电脑,学生和商务,14 英寸高清显示屏,英特尔四核 N4120,16GB DDR4 内存,64GB eMMC,1 年办公 365,网络摄像头,RJ-45,HDMI,无线网络连接,Windows 11 家庭版 银色",US$209.00,https://www.amazon.com/-/zh/dp/B0CPKS65P5/ref=sr_1_9?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-9
"HP 惠普 14 笔记本电脑,英特尔赛扬 N4020,4 GB 内存,64 GB 存储空间,14 英寸微边高清显示屏,Windows 11 家庭版,超薄便携,4K 显卡,微软 365 一年(14-dq00 40nr, 雪花白)",US$181.00,https://www.amazon.com/-/zh/dp/B0947BJ67M/ref=sr_1_10?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-10
"华硕 Vivobook 16 英寸 WUXGA 笔记本电脑,英特尔酷睿 i5-1235U,英特尔 Iris Xe 显卡,16GB 内存,512GB 固态硬盘,冷银色,F1605ZA-AS56",US$535.98,https://www.amazon.com/-/zh/dp/B0CWJ642YM/ref=sr_1_11?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-11
"多合一台式电脑,一体式电脑,23.8 英寸全高清显示屏,N5095 四核,8GB 内存,512GB 固态硬盘,WiFi,HDMI,4 个 USB 端口,RGB 键盘,带有线鼠标和键盘,白色 ite ite",US$299.00,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MTo0ODUxOTg4MDEyODU1MTIyOjE3MzI1MjUwODU6c3BfbXRmOjMwMDQ4OTM4MDY3MDgwMjo6MDo6&url=%2Fdp%2FB0D8KX42FK%2Fref%3Dsr_1_12_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525085%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP 14 英寸超轻笔记本电脑适用于学生和企业,英特尔四核,8GB 内存,192GB 存储(64GB eMMC+128GB Ghost Manta SD 卡),1 年 Office 365,USB C,Win 11 S",US$212.00,https://www.amazon.com/-/zh/dp/B0B2D77YB8/ref=sr_1_13?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-13
"AOC 最新 15.6 英寸笔记本电脑,英特尔四核处理器(高达 3.6GHz),16GB 内存,512GB 固态硬盘,Windows 11 笔记本电脑,全高清屏幕,网络摄像头,轻薄,金属外壳,HDMI,Type-C,USB。 3.2 (3.2024 旗舰)",US$363.98,https://www.amazon.com/-/zh/dp/B0DFH33VKD/ref=sr_1_14?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-14
"华硕 Chromebook CM14 笔记本电脑,14 英寸高清防眩光显示屏(1366x768),联发科技 Kompanio 520,4GB 内存,64GB eMMC,ChromeOS,灰色,CM1402CM2A-DS44,重力灰",US$166.99,https://www.amazon.com/-/zh/dp/B0CJS1399P/ref=sr_1_15?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-15
"Lenovo 最新旗舰 Chromebook,14 英寸全高清触摸屏超薄笔记本电脑,8 核联发科技 Kompanio 520 处理器,4GB 内存,64GB eMMC,WiFi 6,Chrome OS + HubxcelAccesory,Abyss 蓝色",US$204.99,https://www.amazon.com/-/zh/dp/B0CBJ46QZX/ref=sr_1_16?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525085&sprefix=diannao%2Caps%2C321&sr=8-16
"迷你电脑 Intel N5095A 四核(Beat N5105)高达 2.9GHz,小型电脑 16GB RAM 3200MHz,1TB PCIe SSD 迷你电脑,微型电脑支持 4K 双显示器,WiFi,BT,RJ4 5、4 个 USB。 家庭办公室的 VESA",US$219.99,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MTo0ODUxOTg4MDEyODU1MTIyOjE3MzI1MjUwODU6c3BfYnRmOjMwMDUzOTk5MTA0MzcwMjo6MDo6&url=%2Fdp%2FB0DDHTNT3V%2Fref%3Dsr_1_17_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.rpehTHXIWT0OwsSOVVRQnRsCxr0X_Jc9QDNXtPkwvJwytm5zvQ8CWs8rbHuDiV7RnAtXQM99mBJC-Y4cBKPmvRq3qahufr1OVxvE-uXzFPfU5lrfwFfvQP4jEeG7WRZ7EQwrE54xZHmXbD5CYJMgKj4LXXKz4hBMhod0fLRi_9hf5Q1VdrSRrL-bMzhenP1o.1l67_fWN_bDwxgqDxzoZLeVtCd7hCZZkmNirETUE8ws%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525085%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP EliteDesk 800 G8 商务迷你电脑台式机,英特尔八核 i7-11700T 高达 4.6GHz,64GB DDR4 内存,1TB PCIe 固态硬盘,WiFi,蓝牙,Type-C,键盘和鼠标, Windows 11 Pro,Tilsiy 电缆",US$649.00,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjA2ODMwODAwMjU4OTc0OjE3MzI1MjUwOTQ6c3BfYXRmX25leHQ6MzAwMTMwMzgzNDkxMzAyOjowOjo&url=%2Fdp%2FB0CRL38YN1%2Fref%3Dsr_1_17_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.4bIJw0SuZh-yQooK_0oKq8bx92vcnQhJbSroRmqxmvXGjHj071QN20LucGBJIEps.jCcFhXWHeMHCktWITph3QZXlcH-gStGgqYWdkjKpUPY%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525094%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"SGIN 笔记本电脑,15.6 英寸,带赛扬 N5095 处理器(高达 2.9GHz),全高清 1920x1080 显示屏,12GB DDR4 512GB 固态硬盘,蓝牙 4.2,USB 3.0,WiFi(灰色)",US$259.98,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjA2ODMwODAwMjU4OTc0OjE3MzI1MjUwOTQ6c3BfYXRmX25leHQ6MzAwNTU1MTYyMTAyOTAyOjowOjo&url=%2Fdp%2FB0DF2CMFKV%2Fref%3Dsr_1_18_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.4bIJw0SuZh-yQooK_0oKq8bx92vcnQhJbSroRmqxmvXGjHj071QN20LucGBJIEps.jCcFhXWHeMHCktWITph3QZXlcH-gStGgqYWdkjKpUPY%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525094%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
