company_name,address,url,phone,site,company_id,CategoriesShow,SalesLevel
深圳市希可尔科技有限公司,深圳市光明区光明街道光明社区光明大道868号新地中央公寓A座A单元22H,https://logistics.tungee.com/enterprise-details/37622fc44a0535bd/enterprise-information/basic-information,13501554908,"美国站,加拿大站,英国站,墨西哥站,日本站",37622fc44a0535bd,"电脑组件,配件,挂钟、闹钟,空调,按扣,外设产品,网络设备,外设产品,壁灯,珠饰、首饰制作用品,五金,攀岩,手动工具,电源配件,摄影摄像",高销量
浙江嘉特保温科技股份有限公司,平湖市独山港镇兴港路1389号,https://logistics.tungee.com/enterprise-details/3762301731bf34b4/enterprise-information/basic-information,13816680978,"美国站,加拿大站,墨西哥站,日本站,巴西站",3762301731bf34b4,"咖啡用品,Small Appliance Parts & Accessories,厨房保鲜、收纳,厨房保鲜、收纳,厨房小器具和配件,喂食及饮水用具,运动用品,露营、徒步",高销量
湖北洋田塑料制品有限公司,汉川市经济技术开发区,https://logistics.tungee.com/enterprise-details/37622fbc860530eb/enterprise-information/basic-information,13477718645,"美国站,荷兰站,西班牙站,比利时站,波兰站,瑞典站,加拿大站,英国站,德国站,墨西哥站,意大利站,法国站,土耳其站",37622fbc860530eb,"婴儿用品,婴儿车,童车、推车及配件,Travel Gear,梯子及物料搬运设备,轮,婴儿车,Carritos, sillas de paseo y accesorios",高销量
强元芯电子(广东)有限公司,深圳市福田区福田街道福南社区福虹路9号世贸广场A座3801南区,https://logistics.tungee.com/enterprise-details/37622fc6928532f3/enterprise-information/basic-information,15077456666,"美国站,加拿大站,英国站,德国站,墨西哥站,日本站,荷兰站,意大利站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",37622fc6928532f3,"半导体商品,配件,工业电器,布线和连接,试电笔,电工,摄影摄像,点火系统及配件,电脑组件,重音和越野照明,家居装修,汽车车灯,数据线和适配器,启动器和交流发电机,电源配件,照明总成和配件,计算机及配件,外设产品,半导体商品,工业与科研用品,3D打印机零件和配件,汽车零件,外设产品,工业与科研用品,工业与科研用品,演示板,书写工具,试电笔,电工,发动机冷却和气候控制,计算机及配件,厨房和餐厅,手工测量工具,戒烟,灯泡,电工,安全,工业电器,香体剂和止汗剂,光源,半导体商品,房车电动工具",高销量
武汉美格科技股份有限公司,武汉东湖新技术开发区高新大道999号,https://logistics.tungee.com/enterprise-details/3762302227bf3180/enterprise-information/basic-information,13554373332,"美国站,加拿大站,德国站,墨西哥站,荷兰站,意大利站,波兰站,英国站,法国站,西班牙站,比利时站,瑞典站,土耳其站",3762302227bf3180,"太阳能和风力发电,替换件和配件,发电机和便携式电源,计算机及配件,动力传输产品,手机配件,配件,布线和连接,计算机及配件,控制电缆,温湿度計",高销量
深圳市美康德科技有限公司,深圳市龙岗区龙城街道龙腾工业园彩云一路8号B栋三楼,https://logistics.tungee.com/enterprise-details/37622fc902053b8a/enterprise-information/basic-information,15818765695,"美国站,加拿大站,英国站,德国站,墨西哥站,荷兰站,意大利站,法国站,西班牙站,波兰站,瑞典站,比利时站,土耳其站",37622fc902053b8a,"配件,汽车电子、电器,安全和监控,电子,外设产品,维修工具,配件,汽车电子、电器,手机配件,电池、充电器,电动工具,扫描仪和配件,车辆电子配件,汽车外饰,外设产品,配件,电视机、录音机,摄影摄像,电子,刹车系统,GPS导航、配件,办公设备",高销量
杭州好达威机电有限公司,浙江省杭州市萧山区宁围街道知行路1125号1幢7楼101室(自主申报),https://logistics.tungee.com/enterprise-details/37622fefd6c53c5c/enterprise-information/basic-information,15158139075,"美国站,加拿大站,英国站,德国站,墨西哥站,荷兰站,意大利站,巴西站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",37622fefd6c53c5c,"点火系统及配件,零件,汽车零件,启动器和交流发电机,转向系统,内燃机及配件,汽车零件,燃料供应,燃料供应,发动机冷却和气候控制,零件,开关、继电器,液压、气动和水管,管件、管道和软管,建筑材料,启动器和交流发电机,发动机冷却和气候控制,液压工具,汽车内饰,驱动及传动,安全和监控,替换件和配件,轴承和密封,开关、继电器,发动机冷却和气候控制,发动机冷却和气候控制,驱动及传动,控制和指示器,垫圈,发动机冷却和气候控制,点火系统及配件,摩托车零件及配件,电脑游戏配件,零件,汽车用品,传送带,排气系统,汽车零件,汽车用品,配件,农业和工程机械,零件,汽车外饰,家装工具,HVAC,户外电动工具,驱动及传动,零件,发动机冷却和气候控制,汽车用品,刹车系统,汽车,零件,配件,发动机冷却和气候控制,冰雪,滤清器,动力传输产品,配件,汽车零件,Malibu,Partes y Refacciones,燃料供应,点火系统及配件,电动机,刹车系统,Peças e Acessórios para Automóveis,维修工具,发动机工具及设备,乙烯基包装和配件,滤清器,水上运动,驱动及传动,工业与科研用品,零件,驱动及传动,排气系统管道及装置,侧踏板,配件,零件,电气测试,零件,汽车零件,排气系统管道及装置,动力传输产品,燃料供应,转向和悬架,点火系统及配件,运动,排气系统管道及装置,点火系统及配件,车载应急电源、电池充电器和便携电源,替换件和配件,维修工具,工具配件,外设产品,邮箱及配件,车窗调节器和电机,Farm & Ranch,液压、气动和水管,刹车系统,传感器,照明总成和配件,诊断工具,汽车,直线运动产品,计算机及配件,布线和连接,控制和指示器,运动,驱动及传动,零件,点火系统及配件,驱动及传动,汽车车灯,垫圈,滤清器,内燃机及配件,传送带,汽车,汽车零件,照明和电气,汽车,计算机及配件,Auto et Moto,轮胎,垫圈,刹车系统,加热器及配件,零件,内燃机及配件,照明总成和配件,发电机和便携式电源,电工,手动工具,外装配件,外装配件,吊床、支架和配件,摄影摄像,家居装修,制热、制冷设备和空气净化器,刹车系统,维修工具,物料搬运,转向和悬架,线缆,彩弹,传感器,传送带,发动机冷却和气候控制,电气接头,香体剂和止汗剂,汽车用品,发动机冷却和气候控制,手动工具,转向和悬架,转向和悬架,水暖,液压工具,汽车外饰,车辆电子配件,电脑组件,工业与科研用品,Tondeuses et outillage de jardin motoris ,电脑组件,零配件,配件,冰柜,汽车零件,联轴器、辊环和万向节,控制和指示器,车箱和后挡板配件,刹车系统,雨刷器、垫圈,排气系统管道及装置,转向系统,厨房小器具和配件,摄影摄像,冰箱零配件,维修工具,传感器,电工,汽车零件,玻璃器皿、实验室器皿,刹车系统,Herramientas Manuales,Cortadoras y Herramientas El ctricas,门用五金,传感器,厨房和餐厅,咖啡用品,Plomería,Herramientas Manuales y El ctricas,手工套装,计算机及配件,增材制造产品,梯子及搬运工具,复古游戏和微型游戏机,转向和悬架,柜橱五金件,手工测量工具,电脑游戏及配件,餐饮器具和餐具,密封圈,刹车系统,轴承和密封,男士,划船和帆船,车窗调节器和电机,户外电动工具,车牌框架,空调工具及设备,驱动及传动,垫圈,庭院、草坪和园艺,滤清器,除雪工具,农场和牧场,转向和悬架,驱动及传动,维修工具,外装配件,车辆维修车间设备,转向和悬架,梯子及物料搬运设备,家居装修,驱动及传动,雨刷器、垫圈,汽车车灯,龙头配件,食物供应设备和用品,Lights, Bulbs & Indicators,牵引产品和绞车,维修工具,重型商用车零件,排气系统管道及装置,驱动及传动,直线运动产品,存储,职业安全与防护,车窗调节器和电机,工具配件,牵引产品和绞车,刹车系统,车载应急电源、电池充电器和便携电源,泳池及配件,燃料供应,温湿度计,Restaurant Appliances & Equipment,外部,电源配件,配件,防盗,转向和悬架,零配件,数据线和适配器,手机配件,Tesouras de Poda, Peças e Acessórios,计算机及配件,汽车零件,计算机及配件,内燃机及配件,Pièces d tach es auto,Test et mesurage,Électricit ,半导体商品,Pièces et accessoires pour tondeuses,Équipement  lectrique industriel,无源器件,Tondeuses et outillage de jardin motoris ",高销量
威海奥文电机有限公司,山东省威海市文登经济开发区昆嵛北路196号,https://logistics.tungee.com/enterprise-details/3762301476bf314c/enterprise-information/basic-information,13287861389,"美国站,加拿大站,英国站,墨西哥站,意大利站,巴西站,德国站,荷兰站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",3762301476bf314c,"家装工具,电动工具,电动工具,工具配件,砂轮,电动工具,手动工具,电动工具,手动工具,Power Tool Parts & Accessories,手动工具,Ferramentas El tricas e Manuais,Ferramentas El tricas e Manuais,电动工具,Malibu,厨房和餐厅,手动工具",高销量
福建莱度集团有限公司,厦门市集美区锦园新村177-101号,https://logistics.tungee.com/enterprise-details/57b0d35d26f38f83/enterprise-information/basic-information,13696999098,"美国站,加拿大站,英国站,德国站,墨西哥站,意大利站,法国站,西班牙站,荷兰站,巴西站,比利时站,波兰站,瑞典站",57b0d35d26f38f83,"家用电池,健身包,厨房和餐厅,收纳用品,皮具箱包,户外饰品,日常办公用品,笔记本配件,餐厨布艺,男装,箱包,配件,彩弹,劳保用品,Kitchen Linen,家居装饰,洗晒熨,户外休闲,皮具箱包,收纳与整理,浴室用品,洗晒熨,其他运动,手提包和钱包,Kitchen Linen,服装,烤炉配件,晴雨伞,男宝专区,计算机及配件,育婴房装饰,演示板,餐厨布艺,双肩背包,配件,壁灯,厨房保鲜、收纳,家居装饰,窗上用品,配件",高销量
深圳市金畅进出口有限公司,深圳市龙岗区龙城街道黄阁坑社区腾飞路9号创投大厦1610,https://logistics.tungee.com/enterprise-details/3763276be9a6916e/enterprise-information/basic-information,13611463927,"美国站,加拿大站,英国站,德国站,日本站,荷兰站,意大利站,巴西站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",3763276be9a6916e,"浴室用具配件,儿童洗澡用品,服饰及配件,服饰及配件,外出用具,牵引及项圈,咖啡用品,手动工具,外出用具,玩具,猫,玩具,外出用具,狗狗,喂食及饮水用具,小宠窝及窝用品,Perros,健身、训练,牵引及项圈,狗房及笼子,玩具,猫用品,狗狗,玩具,小型健身用品,收纳用品,节日饰品,箱包,玩具,皮具箱包,浴室用品,节日装饰物收纳,彩弹,外出用具,窝及家具,运动用品,饰品配件,露营、徒步,梳理美容用具,服饰及配件,Delta Faucet,狗狗,小宠窝及窝用品,玩具,化妆工具,外出用具,真空吸尘器零件和配件,喂食、喂水用具,手动工具,厨房保鲜、收纳,床及家具,窝及家具,牵引及项圈,洗护用品,牵引及项圈,喂养用品,运动,骑行,浴室五金,狗狗,梳理美容用具,节日饰品,猫,项圈挂饰牵引绳,喂食、喂水器,安全防护,窝及家具,卫浴用品,男宝专区,冰箱零配件,童车、推车及配件,泳池及水上乐园,发饰,梳理美容用具,日常护理,家用电池,厨房保鲜、收纳,厨房和餐厅,狗用品,家居装饰,高脚椅,厨房保鲜、收纳,儿童安全座椅配件,洗护用品,面部防晒,手动工具,安全防护,咖啡用品,训练用品,化妆工具,厨房保鲜、收纳,Lactancia y alimentación,家装工具,箱包,小宠窝及窝用品,水上运动,圣诞装饰品,婴幼玩具,梳理美容用具,梳理美容用具,育婴家具及寝居用品,狗用品,工具配件,面部护肤,烤炉配件,浴室用具配件,搁板、置物架,眼部,美发工具,厨用小工具,化妆工具,Hair Care,家居装饰,洗晒熨,泳池及水上乐园,安抚奶嘴及配件,厨用小工具,手动工具,床及家具,厨房保鲜、收纳,狗用品,发饰,收纳与整理,节日饰品,手套和防护用具,儿童安全座椅配件,母乳喂养,牙齿增白,厨房和餐厅,箱包,洗护用品,鸟类用品,运动户外,围兜和饱嗝布,护理与喂养,喂食及饮水用具,枕头和凳子,猫用品,喂食及饮水用具,Foot, Hand & Nail Care,厨房电器,厨房和餐厅,装饰品,厨房小器具和配件,安抚奶嘴及配件,浴室用具配件,配件,假牙护理,浴室用具配件,Chupetes y mordedores,Higiene y cuidado,工具和配件,泳池及配件,尺寸测量,男士饰品,温湿度計,厨房和餐厅,饲养缸加热灯和垫子,婴幼玩具,齿间清理,台灯,牙齿增白,玩沙玩具,Toilette de b b ,喂食、喂水用具,小宠用品,厨房电器,汽车座套、坐垫,旅行装备,婴幼儿家具,床及家具,清洁用品,家装工具,玩具,五金,浴室用具配件,Malibu,口腔护理,餐具,电动工具,挂饰、项圈、牵引带,运动,吊床、支架和配件,加热器及配件,Aire libre y deportes,Caf  y t ,Carritos, sillas de paseo y accesorios,箱包,大家电,童车、推车及配件,彩妆,酒类配件,服饰及配件,电子类玩具,厨房电器,咖啡用品,家居、厨具、家装,育婴房装饰,背带和配件,冰雪,婴儿寝具,厨房和餐厅,戒烟,户外休闲,派对餐具,美甲,切割工具,工具和配件,桌上用品,婴儿推车配件,服饰及配件,婴幼玩具,艺术品,剃须和脱毛,健康用品,狗用品,工具配件,户外照明灯,家居、厨具、家装,手动工具,地毯、地垫和保护剂,田园工具及设备,窝及家具,收纳篮、箱子、盒子,手工测量工具,家居装饰,游戏配件,手动工具,猫用品,美发工具,工具配件,沐浴,小宠用品,替换件和配件,车库收纳,运动户外休闲,家用电池,水上运动,护理与喂养,Shaving & Hair Removal,美甲工具,儿童安全座椅及配件,小宠窝及窝用品,梳理美容用具,户外电动工具,壁灯,安抚奶嘴及配件,猫,化妆工具,厨房和餐厅,其他运动,野餐篮、庭院桌和配件,手动园艺工具,儿童安全座椅,家居装饰,桌上用品,浴室淋浴剂,尿裤及更换用品,餐厨布艺,健身玩具、健身架,女士,花盆、花架、育苗盘,外出用具,经络养生,厨用小工具,洗碗机零配件,美术用具,节日灯饰,家居装饰,玩具,户外假日装饰品,卫浴用品,音乐玩具,圣诞装饰品,装扮与饰品,非处方药物,浴室用品,替换件和配件,灶具零配件,地毯、地垫和保护剂,儿童安全座椅配件,手机和配件,电风扇,猫用品,健身玩具、健身架,阅读和写作,电动工具,车库收纳,猫砂及清洁用品,玩具和游戏,眼部护理,箱包,家居装饰,奶瓶用品,节日饰品,电动工具,健身包,厨房和餐厅,Tondeuses et outillage de jardin motoris ,Jeux de plein air et sports,清洁用品,车库收纳,日常办公用品,Oral Care,家居和厨房,划船和帆船,Parts & Accessories,Parts & Accessories,餐饮器具和餐具,卧室家具,狗用品,手机配件,身体护理,家具,身体保养,户外照明灯,家居、厨具、家装,餐厨布艺,建筑材料,日常办公用品,美容水疗设备,厨用小工具,身体护理,牲畜用品,美甲工具,足部、手部和指甲护理",高销量
杭州视洞科技有限公司,浙江省杭州市西湖区文三路90号5幢2层南203房间,https://logistics.tungee.com/enterprise-details/39831fb60fab58f2/enterprise-information/basic-information,18629560628,"美国站,加拿大站,英国站,德国站,墨西哥站,荷兰站,意大利站,巴西站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",39831fb60fab58f2,"视频监控,摄影摄像,配件,劳保用品,水下摄影器材,狗用品,电工,安全防护,配件,外设产品,狗用品,Seguridad,住宅安保系统,防护锁、防撞用品,配件,安全和监控,摄影摄像",高销量
无锡泰锐森贸易有限公司,无锡市锡山区羊尖镇东廊路162号,https://logistics.tungee.com/enterprise-details/3762301735bf34ec/enterprise-information/basic-information,15190299932,"美国站,英国站,德国站,意大利站,法国站,西班牙站,墨西哥站,荷兰站,比利时站,波兰站,瑞典站,土耳其站",3762301735bf34ec,"零件,零件,零件,零件,内燃机及配件,排气系统,零件,零件,轮胎、轮毂及配件,零件,动力传动系统,零件,发动机冷却和气候控制,零件,轮胎,配件,运动,摩托车零件及配件,刹车系统,点火系统及配件,Motos, accesorios y piezas,车牌框架,零件,运动,配件,开关、继电器,汽车外饰,刹车系统,照明总成和配件,刹车系统,发动机冷却和气候控制,高尔夫,轴承和密封,配件,礼品卡,转向和悬架,刹车系统,发动机工具及设备,零件,转向及悬挂系统工具,运动与健身,Motos, accessoires et pièces,运动用品,零件,替换件和配件,转向和悬架,驱动及传动,外装配件,转向和悬架,运动户外休闲,转向和悬架,Motos, accessoires et pièces,Motos, accesorios y piezas,骑行,汽车内饰,零件,排气系统管道及装置,其他运动,刹车系统,Tondeuses et outillage de jardin motoris ,汽车用品,无线电收发器,配件,骑行,工具配件,手动工具,布线和连接,消防器材,布线和连接,汽车座套、坐垫,配件,手动工具,家具,铰链,汽车零件,滤光片,直线运动产品,外装配件,转向系统,汽车零件,汽车零件,汽车零件,Motos, accessoires et pièces,摩托车零件及配件,Motos, accessoires et pièces,Motos, accessoires et pièces,配件,Pièces d tach es auto,建筑材料,插槽车、轨道车及附件,小型健身用品,汽车内饰,Neumáticos y llantas",高销量
深圳市芯元电子科技有限公司,深圳市龙岗区坂田街道岗头社区稼先路2000号有所为大厦801-803,https://logistics.tungee.com/enterprise-details/3763276cd5e69a6e/enterprise-information/basic-information,15994823428,"美国站,加拿大站,英国站,德国站,荷兰站,意大利站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站,墨西哥站",3763276cd5e69a6e,"电脑组件,电脑组件,计算机及配件,摄影摄像,配件,GPS导航、配件,布线和连接,计算机及配件,无线电收发器,计算机及配件,电子,电脑游戏配件,蓝光播放器、刻录机,PlayStation 4配件,任天堂系统,Xbox One及配件,Xbox 系统,工业电器,外设产品,手机和配件,光电产品,手机和配件,手机配件,电气测试,计算机及配件,视频游戏,PlayStation 系统,Xbox 系统,Nintendo Switch及配件,真空吸尘器零件和配件,计算机及配件,Nintendo Switch配件,外设产品,网络设备,数码相机,控制和指示器,打印机和配件,卫星电视",高销量
江苏昆太工业装备有限公司,无锡市锡山经济开发区友谊中路188号,https://logistics.tungee.com/enterprise-details/3762301a29bf312d/enterprise-information/basic-information,13961800708,"美国站,英国站,墨西哥站,荷兰站,意大利站,法国站,西班牙站,比利时站",3762301a29bf312d,"工艺用品,制作,手动工具,Malibu,缝纫、针织用品,家居装修,家用电池,电视配件,布线和连接,绗缝用品,珠饰、首饰制作用品,管件、管道和软管,摄影摄像,标签与指示牌,珠饰、首饰制作用品,咖啡用品,配件",中等销量
深圳市巨诺电子有限公司,深圳市宝安区航城街道鹤洲社区鹤洲路36号厂房401,https://logistics.tungee.com/enterprise-details/37623016feff3818/enterprise-information/basic-information,13713800180,"美国站,加拿大站,德国站,墨西哥站,意大利站,法国站,西班牙站,波兰站,英国站,荷兰站,比利时站,瑞典站,土耳其站",37623016feff3818,"配件,电话配件,外设产品,配件,电视机、录音机,卫星电视,网络设备,摄影摄像,电视机、录音机,电子,蓝光播放器、刻录机,新奇灯饰,其他办公设备,骑行,麦克风配件,数码影音,办公设备,无线电收发器,电子",高销量
安科优选(深圳)技术有限公司,深圳市龙岗区坂田街道马安堂社区中兴路105号儒骏大厦1001,https://logistics.tungee.com/enterprise-details/37623003333f36dd/enterprise-information/basic-information,13802228985,"美国站,加拿大站,巴西站,英国站,德国站,荷兰站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",37623003333f36dd,"监控设备,视频监控,监控设备,监控设备,安防劳保与清洁,配件,配件,安全和监控,耳机,婴幼儿监护器,电子,电子,摄影摄像",高销量
深圳市光澜世纪科技有限公司,深圳市龙岗区龙城街道新联社区如意路112号创盛达厂房406,https://logistics.tungee.com/enterprise-details/3763276b22269e27/enterprise-information/basic-information,13924599772,"美国站,加拿大站,英国站,德国站,墨西哥站,荷兰站,意大利站,法国站,西班牙站,比利时站,波兰站,瑞典站,土耳其站",3763276b22269e27,"控制和指示器,太阳能和风力发电,发电机和便携式电源,弹簧,试电笔,动力传输产品,控制电缆,手机配件,配件,Énergie solaire et  olienne,网络设备,太阳能和风力发电,户外电动工具,厨房电器,MP3播放器配件,工业与科研用品,Électricit ,电池、充电器,太阳能和风力发电,手机配件,电气测试,厨房电器,试电笔,外设产品,家装工具",高销量
